hashtag,user/id,user/name,likesCount,sharesCount,commentsCount,date,text,text_lower,text_wo_stopfreqrare,text_remove_emoji,text_remove_emoticons,text_remove_urls,text_remove_html,Sentiment
bodoh,pfbid022w1eZY3FQYksm8oCa13GhhxbzoGHrqmtJV2o6iVUvaSnCGpimPRYXc9EZ9rq2o21l,HartinyEzy,70,0,26,2023-06-21T05:13:23.000Z,", # ~ #, ~ #.....
#,",", # ~ #, ~ #.....
#,",,,,,,neutral
bodoh,pfbid0KDMR9E8cSwfLdjTWu8EwxqATKUANTnBPRWMrKE46teQRMzthPpg7VRt8njfg5kp7l,Nurjanni Thiarikka,3,0,11,2023-06-15T11:19:20.000Z,"Siapa yg mau nampung aku jadi selir atau
Jd partner b4bi ngepot jga2 lilin juga boleh

#bodoh","siapa yg mau nampung aku jadi selir atau
jd partner b4bi ngepot jga2 lilin juga boleh

#bodoh",mau nampung selir jd partner b4bi ngepot jga2 lilin,mau nampung selir jd partner b4bi ngepot jga2 lilin,mau nampung selir jd partner b4bi ngepot jga2 lilin,mau nampung selir jd partner b4bi ngepot jga2 lilin,mau nampung selir jd partner b4bi ngepot jga2 lilin,neutral
bodoh,100050784293876,Yudi Gayo,137,1,103,2023-03-28T03:39:30.000Z,"Pingin Ketawa Takut Dosa.
Pembodohan Secara Terang Menerang telah terjadi.
Aneh kiranya PPK, PPS sampai dengan Pantarlih Harus wajib membuat Buku Rekening Baru, Padahal Sudah Banyak yang memiliki Rekening Bank Syariah Indonesia ujar rekan-rekan yang capek mengantri antrian pembuatan Buku Rekening Baru tersebut.

Ini ada apa?
Saya kira jangan dibodoh-bodohkan masyarakat Bener Meriah ini pak, sudah cukup permainan Pak Bossss....

Ketua KIP Bener Meriah Bisa Apa?

Tolong Jelaskan Bagi yg paham mengapa harus membuka Buku Rekening Baru, Sedangkan banyak dari mereka juga sudah memiliki Buku Tabungan BSI .

Alhamdulillah saat ini kita sama-sama masih menjalankan Bulan Suci Ramadhan dan saya juga tidak mau berpikir lain seperti ""Jangan-jangan ada apa-apanya yang terjadi dibalik keharusan pembuatan Buku Rekening Baru tersebut.""

#Bodoh kiranya Masyarakat sendiri di Bodoh-bodohi
#Mutok keh kite","pingin ketawa takut dosa.
pembodohan secara terang menerang telah terjadi.
aneh kiranya ppk, pps sampai dengan pantarlih harus wajib membuat buku rekening baru, padahal sudah banyak yang memiliki rekening bank syariah indonesia ujar rekan-rekan yang capek mengantri antrian pembuatan buku rekening baru tersebut.

ini ada apa?
saya kira jangan dibodoh-bodohkan masyarakat bener meriah ini pak, sudah cukup permainan pak bossss....

ketua kip bener meriah bisa apa?

tolong jelaskan bagi yg paham mengapa harus membuka buku rekening baru, sedangkan banyak dari mereka juga sudah memiliki buku tabungan bsi .

alhamdulillah saat ini kita sama-sama masih menjalankan bulan suci ramadhan dan saya juga tidak mau berpikir lain seperti ""jangan-jangan ada apa-apanya yang terjadi dibalik keharusan pembuatan buku rekening baru tersebut.""

#bodoh kiranya masyarakat sendiri di bodoh-bodohi
#mutok keh kite",pingin ketawa takut dosa pembodohan terang menerang terjadi aneh kiranya ppk pps pantarlih harus wajib membuat buku rekening baru memiliki rekening bank syariah indonesia ujar rekanrekan capek mengantri antrian pembuatan buku rekening baru kira dibodohbodohkan masyarakat bener meriah pak cukup permainan pak bossss ketua kip bener meriah tolong jelaskan paham harus membuka buku rekening baru memiliki buku tabungan bsi alhamdulillah saat samasama menjalankan bulan suci ramadhan mau berpikir janganjangan apaapanya terjadi dibalik keharusan pembuatan buku rekening baru kiranya masyarakat bodohbodohi mutok keh kite,pingin ketawa takut dosa pembodohan terang menerang terjadi aneh kiranya ppk pps pantarlih harus wajib membuat buku rekening baru memiliki rekening bank syariah indonesia ujar rekanrekan capek mengantri antrian pembuatan buku rekening baru kira dibodohbodohkan masyarakat bener meriah pak cukup permainan pak bossss ketua kip bener meriah tolong jelaskan paham harus membuka buku rekening baru memiliki buku tabungan bsi alhamdulillah saat samasama menjalankan bulan suci ramadhan mau berpikir janganjangan apaapanya terjadi dibalik keharusan pembuatan buku rekening baru kiranya masyarakat bodohbodohi mutok keh kite,pingin ketawa takut dosa pembodohan terang menerang terjadi aneh kiranya ppk pps pantarlih harus wajib membuat buku rekening baru memiliki rekening bank syariah indonesia ujar rekanrekan capek mengantri antrian pembuatan buku rekening baru kira dibodohbodohkan masyarakat bener meriah pak cukup permainan pak bossss ketua kip bener meriah tolong jelaskan paham harus membuka buku rekening baru memiliki buku tabungan bsi alhamdulillah saat samasama menjalankan bulan suci ramadhan mau berpikir janganjangan apaapanya terjadi dibalik keharusan pembuatan buku rekening baru kiranya masyarakat bodohbodohi mutok keh kite,pingin ketawa takut dosa pembodohan terang menerang terjadi aneh kiranya ppk pps pantarlih harus wajib membuat buku rekening baru memiliki rekening bank syariah indonesia ujar rekanrekan capek mengantri antrian pembuatan buku rekening baru kira dibodohbodohkan masyarakat bener meriah pak cukup permainan pak bossss ketua kip bener meriah tolong jelaskan paham harus membuka buku rekening baru memiliki buku tabungan bsi alhamdulillah saat samasama menjalankan bulan suci ramadhan mau berpikir janganjangan apaapanya terjadi dibalik keharusan pembuatan buku rekening baru kiranya masyarakat bodohbodohi mutok keh kite,pingin ketawa takut dosa pembodohan terang menerang terjadi aneh kiranya ppk pps pantarlih harus wajib membuat buku rekening baru memiliki rekening bank syariah indonesia ujar rekanrekan capek mengantri antrian pembuatan buku rekening baru kira dibodohbodohkan masyarakat bener meriah pak cukup permainan pak bossss ketua kip bener meriah tolong jelaskan paham harus membuka buku rekening baru memiliki buku tabungan bsi alhamdulillah saat samasama menjalankan bulan suci ramadhan mau berpikir janganjangan apaapanya terjadi dibalik keharusan pembuatan buku rekening baru kiranya masyarakat bodohbodohi mutok keh kite,negative
bodoh,pfbid028aRYD8jaexbqjhPN8w4QYGdzVVYSypgxv6S9cAoNs8DaZTGqU33Lam98KiJA6xybl,Sigit Setiyarso,65,0,51,2023-05-21T11:34:18.000Z,"Alhamdulillah pinis 1,2,2,2,3,3,3,3,4,4
suwon lakone Anas Kha Kiki 
masih di bursa transper kirim2 amanah 

#Hades
#Golang
#Ndableg
#Bodoh
#Brehilya

Mtrplecibalap
R250cc
Tongkys
Divisipengrusak","alhamdulillah pinis 1,2,2,2,3,3,3,3,4,4
suwon lakone anas kha kiki 
masih di bursa transper kirim2 amanah 

#hades
#golang
#ndableg
#bodoh
#brehilya

mtrplecibalap
r250cc
tongkys
divisipengrusak",alhamdulillah pinis 1222333344 suwon lakone anas kha kiki bursa transper kirim2 amanah hades golang ndableg brehilya mtrplecibalap r250cc tongkys divisipengrusak,alhamdulillah pinis 1222333344 suwon lakone anas kha kiki bursa transper kirim2 amanah hades golang ndableg brehilya mtrplecibalap r250cc tongkys divisipengrusak,alhamdulillah pinis 1222333344 suwon lakone anas kha kiki bursa transper kirim2 amanah hades golang ndableg brehilya mtrplecibalap r250cc tongkys divisipengrusak,alhamdulillah pinis 1222333344 suwon lakone anas kha kiki bursa transper kirim2 amanah hades golang ndableg brehilya mtrplecibalap r250cc tongkys divisipengrusak,alhamdulillah pinis 1222333344 suwon lakone anas kha kiki bursa transper kirim2 amanah hades golang ndableg brehilya mtrplecibalap r250cc tongkys divisipengrusak,negative
bodoh,pfbid0VRi23GB65vL2J2afW3F7ftN2d4uLuRewv771jz1ttYxF59qtXT9AUtF6AdXg5rKXl,Sri Bundanya Affan,17,0,14,2023-06-16T12:38:45.000Z,"Pojol takut laki die aku ambek...laki aku jauh lebih baek lagi
keje tak lese.dengan anak endak mele..
satu aje tak tekemaghau
#bodoh kadang","pojol takut laki die aku ambek...laki aku jauh lebih baek lagi
keje tak lese.dengan anak endak mele..
satu aje tak tekemaghau
#bodoh kadang",pojol takut laki die ambeklaki jauh baek keje lesedengan endak mele satu aje tekemaghau kadang,pojol takut laki die ambeklaki jauh baek keje lesedengan endak mele satu aje tekemaghau kadang,pojol takut laki die ambeklaki jauh baek keje lesedengan endak mele satu aje tekemaghau kadang,pojol takut laki die ambeklaki jauh baek keje lesedengan endak mele satu aje tekemaghau kadang,pojol takut laki die ambeklaki jauh baek keje lesedengan endak mele satu aje tekemaghau kadang,negative
bodoh,pfbid0d5yVHiSGhFqfFvbr51eZJmBZoahbKeo9UWszczXaLmpTVw6vNjinXzkwFmgzieFol,Dalom Andri,61,0,17,2023-06-19T16:12:27.000Z,"Kita akan terlihat PINTAR jika di kelilingi orang²#bodoh
Dan kita akan terlihat BODOH jika di kelilingi orang²#pintar","kita akan terlihat pintar jika di kelilingi orang²#bodoh
dan kita akan terlihat bodoh jika di kelilingi orang²#pintar",terlihat pintar kelilingi orang²bodoh terlihat kelilingi orang²pintar,terlihat pintar kelilingi orang²bodoh terlihat kelilingi orang²pintar,terlihat pintar kelilingi orang²bodoh terlihat kelilingi orang²pintar,terlihat pintar kelilingi orang²bodoh terlihat kelilingi orang²pintar,terlihat pintar kelilingi orang²bodoh terlihat kelilingi orang²pintar,negative
bodoh,100044891525764,Nur Indah Sari,11,0,3,2023-07-01T11:09:58.000Z,"Tdk apa apa, insyaAllah
Semoga berkah semua apa 
Yg kita perbuat ,lebih baik mengalah 
Dari pada panjang lagi cerita ,...........

#v
#orang 
#bodoh
#kamemang","tdk apa apa, insyaallah
semoga berkah semua apa 
yg kita perbuat ,lebih baik mengalah 
dari pada panjang lagi cerita ,...........

#v
#orang 
#bodoh
#kamemang",tdk insyaallah semoga berkah perbuat baik mengalah panjang cerita v kamemang,tdk insyaallah semoga berkah perbuat baik mengalah panjang cerita v kamemang,tdk insyaallah semoga berkah perbuat baik mengalah panjang cerita v kamemang,tdk insyaallah semoga berkah perbuat baik mengalah panjang cerita v kamemang,tdk insyaallah semoga berkah perbuat baik mengalah panjang cerita v kamemang,positive
bodoh,100062860839464,Thiny Nhy Thiny,122,0,7,2023-06-25T05:05:43.000Z,"Ciee yg Pernah bahas Masa depan tp skrang jdi Masalalu,
#Bodoh","ciee yg pernah bahas masa depan tp skrang jdi masalalu,
#bodoh",ciee bahas masa depan tp skrang jdi masalalu,ciee bahas masa depan tp skrang jdi masalalu,ciee bahas masa depan tp skrang jdi masalalu,ciee bahas masa depan tp skrang jdi masalalu,ciee bahas masa depan tp skrang jdi masalalu,neutral
bodoh,pfbid0DWt9LifVMwEeDr1XwmBbsfmU2rysVehg5oS4kXhveaiqx1fV6F97VEE5pXZu7RNjl,Dyann Parera,22,0,4,2023-07-06T12:51:21.000Z,"Perasaan Jadilah, Cuma Iye 
#Bodoh amat baee","perasaan jadilah, cuma iye 
#bodoh amat baee",perasaan jadilah cuma iye baee,perasaan jadilah cuma iye baee,perasaan jadilah cuma iye baee,perasaan jadilah cuma iye baee,perasaan jadilah cuma iye baee,positive
bodoh,pfbid02591KD4b7TMitYP126WfGjxcpbxHDK9BsuQLBe9DAnRCUJfUFHdZZLFbPzZ1xCq5Ll,Arul Juventini,26,1,8,2023-06-17T12:42:53.000Z,"Di tunggu tunggu malah Ade su gandeng dengan orang laen 

#bodoh amat
Penting Subuh kekota lagi 
082289210050
WA 087746385818","di tunggu tunggu malah ade su gandeng dengan orang laen 

#bodoh amat
penting subuh kekota lagi 
082289210050
wa 087746385818",tunggu tunggu ade su gandeng laen penting subuh kekota 082289210050 wa 087746385818,tunggu tunggu ade su gandeng laen penting subuh kekota 082289210050 wa 087746385818,tunggu tunggu ade su gandeng laen penting subuh kekota 082289210050 wa 087746385818,tunggu tunggu ade su gandeng laen penting subuh kekota 082289210050 wa 087746385818,tunggu tunggu ade su gandeng laen penting subuh kekota 082289210050 wa 087746385818,neutral
bodoh,100069236618415,Itha Rosita,34,0,10,2023-07-02T02:13:33.000Z,"Logika itu lebih penting ketimbang berfikir pake hati #faham tah
#Bodoh boleh
#goblog jangan","logika itu lebih penting ketimbang berfikir pake hati #faham tah
#bodoh boleh
#goblog jangan",logika penting ketimbang berfikir pake hati faham tah goblog,logika penting ketimbang berfikir pake hati faham tah goblog,logika penting ketimbang berfikir pake hati faham tah goblog,logika penting ketimbang berfikir pake hati faham tah goblog,logika penting ketimbang berfikir pake hati faham tah goblog,negative
bodoh,pfbid02e92GF25E4NSrJqNjjKo6ZqzaXbNSfaHLg1RLXYCCVAYB8TyfJYyBusGHt89MptyTl,Intan Nazira Hassim,15,0,4,2023-06-27T08:31:32.000Z,"KIJAK BAGI MATI ,
BAGI BIAWAK MAKAN KAUUU, #Bodoh","kijak bagi mati ,
bagi biawak makan kauuu, #bodoh",kijak mati biawak makan kauuu,kijak mati biawak makan kauuu,kijak mati biawak makan kauuu,kijak mati biawak makan kauuu,kijak mati biawak makan kauuu,negative
bodoh,100080500600229,Bundha Purwaningseh,418,0,256,2023-02-01T20:27:08.000Z,"#Biismillahii rrahmanirahiim Assalamu'alaikum Warahmatullahi Wabarakatuh #Allohumma Sholli Alla Sayyidina Muhammad Waalla Alli Sayyidina Muhammad Alhamdulillah..❤️❤️❤️❤️❤️☘️☘️☘️☘️☘️ #SAYA Memilih di anggap Orang #BODOH,Tapi tau Cara Menghargai dan tau Memanusiakan Manusia yg Selalu Mengutamakan Etika. Dibanding Orang Pintar Selalu Merendahkan Orang lain,dan Menganggap dirinya lebih tinggi dan lebih baik dari #ORANG_LAIN. #Slamat pagi Pejuang Subuh Smga kita Semua Sehat Wal'afiat Sllu dlm lindungan Allah SWT Aamiin yaa rrobbal'allamiin #BY_BUNDHA_PURWANINGSEH","#biismillahii rrahmanirahiim assalamu'alaikum warahmatullahi wabarakatuh #allohumma sholli alla sayyidina muhammad waalla alli sayyidina muhammad alhamdulillah..❤️❤️❤️❤️❤️☘️☘️☘️☘️☘️ #saya memilih di anggap orang #bodoh,tapi tau cara menghargai dan tau memanusiakan manusia yg selalu mengutamakan etika. dibanding orang pintar selalu merendahkan orang lain,dan menganggap dirinya lebih tinggi dan lebih baik dari #orang_lain. #slamat pagi pejuang subuh smga kita semua sehat wal'afiat sllu dlm lindungan allah swt aamiin yaa rrobbal'allamiin #by_bundha_purwaningseh",biismillahii rrahmanirahiim assalamualaikum warahmatullahi wabarakatuh allohumma sholli alla sayyidina muhammad waalla alli sayyidina muhammad alhamdulillah❤️❤️❤️❤️❤️☘️☘️☘️☘️☘️ memilih anggap bodohtapi tau cara menghargai tau memanusiakan manusia mengutamakan etika dibanding pintar merendahkan laindan menganggap dirinya tinggi baik oranglain slamat pagi pejuang subuh smga sehat walafiat sllu dlm lindungan swt aamiin yaa rrobbalallamiin bybundhapurwaningseh,biismillahii rrahmanirahiim assalamualaikum warahmatullahi wabarakatuh allohumma sholli alla sayyidina muhammad waalla alli sayyidina muhammad alhamdulillah memilih anggap bodohtapi tau cara menghargai tau memanusiakan manusia mengutamakan etika dibanding pintar merendahkan laindan menganggap dirinya tinggi baik oranglain slamat pagi pejuang subuh smga sehat walafiat sllu dlm lindungan swt aamiin yaa rrobbalallamiin bybundhapurwaningseh,biismillahii rrahmanirahiim assalamualaikum warahmatullahi wabarakatuh allohumma sholli alla sayyidina muhammad waalla alli sayyidina muhammad alhamdulillah memilih anggap bodohtapi tau cara menghargai tau memanusiakan manusia mengutamakan etika dibanding pintar merendahkan laindan menganggap dirinya tinggi baik oranglain slamat pagi pejuang subuh smga sehat walafiat sllu dlm lindungan swt aamiin yaa rrobbalallamiin bybundhapurwaningseh,biismillahii rrahmanirahiim assalamualaikum warahmatullahi wabarakatuh allohumma sholli alla sayyidina muhammad waalla alli sayyidina muhammad alhamdulillah memilih anggap bodohtapi tau cara menghargai tau memanusiakan manusia mengutamakan etika dibanding pintar merendahkan laindan menganggap dirinya tinggi baik oranglain slamat pagi pejuang subuh smga sehat walafiat sllu dlm lindungan swt aamiin yaa rrobbalallamiin bybundhapurwaningseh,biismillahii rrahmanirahiim assalamualaikum warahmatullahi wabarakatuh allohumma sholli alla sayyidina muhammad waalla alli sayyidina muhammad alhamdulillah memilih anggap bodohtapi tau cara menghargai tau memanusiakan manusia mengutamakan etika dibanding pintar merendahkan laindan menganggap dirinya tinggi baik oranglain slamat pagi pejuang subuh smga sehat walafiat sllu dlm lindungan swt aamiin yaa rrobbalallamiin bybundhapurwaningseh,positive
bodoh,pfbid0MZY9VxHa8G1MGDWjc3HVXYQJwdWWTynsuHEb3iX47etwNp57oEQxqKTwQT6NdMjvl,張惠妹,146,0,21,2023-06-18T17:25:36.000Z,"Selalu ingat, bahwa gosip diciptakan #PEMBENCI Disebarkan oleh orang orang #BODOH,Dan diterima oleh orang orang #IDIOT.","selalu ingat, bahwa gosip diciptakan #pembenci disebarkan oleh orang orang #bodoh,dan diterima oleh orang orang #idiot.",ingat gosip diciptakan pembenci disebarkan bodohdan diterima idiot,ingat gosip diciptakan pembenci disebarkan bodohdan diterima idiot,ingat gosip diciptakan pembenci disebarkan bodohdan diterima idiot,ingat gosip diciptakan pembenci disebarkan bodohdan diterima idiot,ingat gosip diciptakan pembenci disebarkan bodohdan diterima idiot,negative
bodoh,pfbid0221cENRyTS5FP5wsTyFDgBeAbeP2xS6XxKk5k1Tb8spCnJJVuH81DiJDbjd4unVV1l,Oca Cii Gemoyy,53,0,8,2023-06-23T06:21:13.000Z,"Cinta itu dari hati dengan alasan ketulusan,
Bukan dari mata karna alasan bernafsu.... #bodoh","cinta itu dari hati dengan alasan ketulusan,
bukan dari mata karna alasan bernafsu.... #bodoh",cinta hati alasan ketulusan mata karna alasan bernafsu,cinta hati alasan ketulusan mata karna alasan bernafsu,cinta hati alasan ketulusan mata karna alasan bernafsu,cinta hati alasan ketulusan mata karna alasan bernafsu,cinta hati alasan ketulusan mata karna alasan bernafsu,positive
bodoh,pfbid05U7rfkZqMEE53axzMkTKVoDx965r9Vaq9MDJoPkrkEZfp2SkCFMm8L3ZihV9fULJl,Bu Dokter,35,0,6,2023-06-27T06:20:41.000Z,"Permainan mu akan ku nikmati

#bodoh","permainan mu akan ku nikmati

#bodoh",permainan nikmati,permainan nikmati,permainan nikmati,permainan nikmati,permainan nikmati,neutral
bodoh,100002465603923,R Romeo,17,0,7,2023-06-21T09:31:46.000Z,"Selalu ingat..bahwa gosip diciptakan
#PEMBENCI di sebarkan oleh orang orang
#BODOH..dan di terima oleh orang orang
#IDIOT... 
TONG CILEUPEUNG BOLOHO
 =========!!!!!============","selalu ingat..bahwa gosip diciptakan
#pembenci di sebarkan oleh orang orang
#bodoh..dan di terima oleh orang orang
#idiot... 
tong cileupeung boloho
 =========!!!!!============",ingatbahwa gosip diciptakan pembenci sebarkan bodohdan terima idiot tong cileupeung boloho,ingatbahwa gosip diciptakan pembenci sebarkan bodohdan terima idiot tong cileupeung boloho,ingatbahwa gosip diciptakan pembenci sebarkan bodohdan terima idiot tong cileupeung boloho,ingatbahwa gosip diciptakan pembenci sebarkan bodohdan terima idiot tong cileupeung boloho,ingatbahwa gosip diciptakan pembenci sebarkan bodohdan terima idiot tong cileupeung boloho,negative
bodoh,100001333728082,Fendi'x Pratama,29,0,21,2023-06-09T12:29:33.000Z,"#bodoh
#membodohi

isok ae hompimpa...","#bodoh
#membodohi

isok ae hompimpa...",membodohi isok ae hompimpa,membodohi isok ae hompimpa,membodohi isok ae hompimpa,membodohi isok ae hompimpa,membodohi isok ae hompimpa,negative
bodoh,pfbid06DNCG1Saz9LLfL6upWDEHiYoUcENa5nVeDzsMQrYppLBnW86MXPM5om96DRZBRi2l,Gazza Gazax Tirex,21,0,37,2023-05-04T21:00:43.000Z,"Jgn koyo dia hujat fitnah lkukn PENISTAAN AGAMA & FITNAH TNPA RSA TOLERANSI BERAGAMA ""BHINNEKA TUNGGAL IKA""
#NO KAFIR#
#BODOH OTAK#
LOE MUSLIM, GUE MUSLIM","jgn koyo dia hujat fitnah lkukn penistaan agama & fitnah tnpa rsa toleransi beragama ""bhinneka tunggal ika""
#no kafir#
#bodoh otak#
loe muslim, gue muslim",jgn koyo hujat fitnah lkukn penistaan agama fitnah tnpa rsa toleransi beragama bhinneka tunggal ika no kafir otak loe muslim gue muslim,jgn koyo hujat fitnah lkukn penistaan agama fitnah tnpa rsa toleransi beragama bhinneka tunggal ika no kafir otak loe muslim gue muslim,jgn koyo hujat fitnah lkukn penistaan agama fitnah tnpa rsa toleransi beragama bhinneka tunggal ika no kafir otak loe muslim gue muslim,jgn koyo hujat fitnah lkukn penistaan agama fitnah tnpa rsa toleransi beragama bhinneka tunggal ika no kafir otak loe muslim gue muslim,jgn koyo hujat fitnah lkukn penistaan agama fitnah tnpa rsa toleransi beragama bhinneka tunggal ika no kafir otak loe muslim gue muslim,negative
bodoh,100027766893448,Dedi Apandi,6,0,2,2023-06-28T12:34:24.000Z,nan,nan,nan,nan,nan,nan,nan,neutral
bodoh,pfbid02nsyZDoZ3YzGMDda1u6gkHDMELTrbDPL2m8TMnUvGAfBwMVkY8MXr17C43fXkpgW6l,دي مايزال مرزوقي,19,0,19,2023-06-04T00:50:47.000Z,"Mengaqot btl laaa dri 7.30 sampai la ni pun tak blh gerak..Geqek tak besaq mana pun tutup habis 2-2 laluan..Nusahkan org jaaa
#acaramengarut #pengurusantakqeti #bodoh","mengaqot btl laaa dri 7.30 sampai la ni pun tak blh gerak..geqek tak besaq mana pun tutup habis 2-2 laluan..nusahkan org jaaa
#acaramengarut #pengurusantakqeti #bodoh",mengaqot btl laaa dri 730 la ni blh gerakgeqek besaq tutup habis 22 laluannusahkan org jaaa acaramengarut pengurusantakqeti,mengaqot btl laaa dri 730 la ni blh gerakgeqek besaq tutup habis 22 laluannusahkan org jaaa acaramengarut pengurusantakqeti,mengaqot btl laaa dri 730 la ni blh gerakgeqek besaq tutup habis 22 laluannusahkan org jaaa acaramengarut pengurusantakqeti,mengaqot btl laaa dri 730 la ni blh gerakgeqek besaq tutup habis 22 laluannusahkan org jaaa acaramengarut pengurusantakqeti,mengaqot btl laaa dri 730 la ni blh gerakgeqek besaq tutup habis 22 laluannusahkan org jaaa acaramengarut pengurusantakqeti,negative
bodoh,100063469451755,ledianusgulo,858,90,96,2022-02-27T02:50:54.000Z,"ORANG BEBAL VS ORANG BIJAK

#bijak #bijaklah #wise #wiseman #bijakmenurutalkitab #biblewise #bebal #janganbebal #bodoh #wisdom #wisdom #orangbijak #Jawabanbijak #janganbodoh #kekristenan #Kristen","orang bebal vs orang bijak

#bijak #bijaklah #wise #wiseman #bijakmenurutalkitab #biblewise #bebal #janganbebal #bodoh #wisdom #wisdom #orangbijak #jawabanbijak #janganbodoh #kekristenan #kristen",bebal vs bijak bijak bijaklah wise wiseman bijakmenurutalkitab biblewise bebal janganbebal wisdom wisdom orangbijak jawabanbijak janganbodoh kekristenan kristen,bebal vs bijak bijak bijaklah wise wiseman bijakmenurutalkitab biblewise bebal janganbebal wisdom wisdom orangbijak jawabanbijak janganbodoh kekristenan kristen,bebal vs bijak bijak bijaklah wise wiseman bijakmenurutalkitab biblewise bebal janganbebal wisdom wisdom orangbijak jawabanbijak janganbodoh kekristenan kristen,bebal vs bijak bijak bijaklah wise wiseman bijakmenurutalkitab biblewise bebal janganbebal wisdom wisdom orangbijak jawabanbijak janganbodoh kekristenan kristen,bebal vs bijak bijak bijaklah wise wiseman bijakmenurutalkitab biblewise bebal janganbebal wisdom wisdom orangbijak jawabanbijak janganbodoh kekristenan kristen,negative
bodoh,pfbid0cUbEhHYPjtf21rk5kQp9Y9vLnrhgJLTusQyuV6r8UqMxJ19uzZ4bMCzqSpKvEv8Yl,Robiatul Ada Wiyah Nasution,15,0,2,2023-06-23T23:04:19.000Z,"Sakina baca buku Dairi angel...
Sakina tau apa isi buku Dairi anggel...","sakina baca buku dairi angel...
sakina tau apa isi buku dairi anggel...",sakina baca buku dairi angel sakina tau isi buku dairi anggel,sakina baca buku dairi angel sakina tau isi buku dairi anggel,sakina baca buku dairi angel sakina tau isi buku dairi anggel,sakina baca buku dairi angel sakina tau isi buku dairi anggel,sakina baca buku dairi angel sakina tau isi buku dairi anggel,negative
